id,name,nameEn,origin,originEn,genre,profile,profileEn,image,websiteUrl,snsTwitter,snsInstagram,snsYoutube,isFeatured
,FAMILY DISCO,FAMILY DISCO,,,dance,"大阪を中心に、音楽や遊び、マルシェなどを通して、人と人、人と街がつながるイベントを企画・運営しています。
商業施設や公園、公共空間などを舞台に、親子向けイベントをはじめ、地域や施設と連携したさまざまな場づくりを行ってきました。
2024年には「大人も子どもも、どちらかが付き合うのではなく一緒に楽しめる場所をつくりたい」という想いから「FAMILY DISCO」をスタート。
あべのキューズモールでの継続開催を中心に、てんしばなど大阪の街なかへ開催場所を広げています。
子どものためだけでも、大人のためだけでもない。
世代を越えて、それぞれが本気で楽しめる体験を街の中につくることを大切に活動しています。",,,https://www.instagram.com/qs_family_disco/,,https://www.instagram.com/qs_family_disco/,,
,高久知也,TAKAKU TOMOYA,,,music,"高久知也
様々なアーティストの作品やライブに参加するなど、幅広く活動するヴァイオリニスト、ギタリスト。ストリングスアレンジなども手がけ、楽曲提供もしている。その経験を活かした独自のスタイルで、自ら作編曲を手がけた曲と共に精力的にアーティスト活動中。
愛内里菜、ZARD、倉木麻衣、doa、Sensation、浅岡雄也(ex.FIELD OF VIEW)、植田真梨恵、近藤夏子、さあさ、Chicago Poodleなど数多くのアーティストのライブや録音に参加。(敬称略)",,,http://tomoyatakaku.com/,,https://www.instagram.com/tomoyasuseisakusyo/,,
,竹歳みずほ,TaketoshiMizuho,,,music,"関西関東中心に活動している竹歳みずほです。
毎年1回は関西にてバンドワンマンライブを開催しており、その他に単独ライブ、フリーライブといろんな場所でライブをしております。
歌って踊るポップな楽曲中心のオリジナル曲でパフォーマンスさせていただいております。
よろしくお願いいたします。",,,https://linktr.ee/taketoshimizuho,https://mobile.twitter.com/TakeMi_0814,https://www.instagram.com/0814_mizuho/,,
,ReLiFE!,ReLiFE!,,,dance,iLiFE!のコピーダンスグループです！,,,,https://x.com/ReLiFE_i,,,
,友安製作所,TOMOYASU SEISAKUSYO,,,exhibition,Add Colors to Everyone’s life. 1948年に、町工場として創業した友安製作所。今では、インテリアやDIYアイテムの製造・輸入・販売、空間のプロデュース、カフェの運営、まちづくりなどなど、人生に関わる多彩な事業を手がける会社です。,,,https://tomoyasu.co.jp/,,https://www.instagram.com/tomoyasuseisakusyo/,,
,木村石鹸工業株式会社,KIMURASOAP,,,music,上記作品紹介と同じ,,,,,,,
,Tミュージックファクトリー,T musicfactory,,,music,２００２年に設立し文化財、寺院、古民家、美術館など人々が心のよりどころを見つけにやってくる会場でのコンサートに力を入れて取り組んでいます。人々の胸を打つ音楽提供に徹している団体です。地域や助成先の信頼が厚く演奏者たちにとっても貴重な活躍の場となっています。若手の育成にも力を尽くしています。現代音楽のすばらしさ、日本の心を表す音楽のすばらしさをプログラムに必ず取り入れることを公演の意義としています。人々の胸を打たない音楽はやらないようにプログラムは厳選しています。皆さんそうだと思いますが個性を重視して個性がよく伝わるように厳選しています。運営は厳格に。聴衆からのご意見は毎回好評を頂いています。長く続けていますので信頼を得ています。若狭と金沢の２拠点での演奏活動で２拠点を結んで往来が生じるようにしています。これまでに北陸新幹線音楽プロジェクトや鯖街道音旅プロジェクトなどを成功させています。固定のファンも多くいます。,,,,,,,
,クレモナラボ,CREMONALABO,,,music,"クラシック音楽の「次の100年」へ——。
2016年結成。アストル・ピアソラの遺志を継ぐ、国内唯一の「ピアソラ専門」木管四重奏団。
50曲以上のすべての楽曲を自分たちの手でオリジナルアレンジし、楽譜を置かない「暗譜」スタイルでステージに挑む。
緻密な対位法と4本の管楽器の限界に挑むアドリブ、そしてクリアな音像。4本とは思えないダイナミックなサウンドと先進的な音響アプローチで、従来の室内楽の枠を軽やかに飛び越えていく。
ザ・シンフォニーホールでの主催公演の成功や、アルバムが「レコード芸術」誌にて特選盤・準特選盤に選出されるなど評価を高める一方、『となりの人間国宝さん』にも認定。2025年からは「クレモナユース・アンサンブル」を立ち上げ、次世代の育成にも力を注ぐ。
音楽・自家焙煎コーヒー・教育を軸に、五感を揺さぶる「新しい日常」を発信し続けるクリエイティブ集団。",,,https://cremona-luke.com,,https://www.instagram.com/cremona_labo,https://youtube.com/@cremonalabo,
,中村だいすけ,NAKAMURA DAISUKE,,,music,"生まれ故郷の長崎県で雲仙普賢岳噴火、小学生の時に移り住んだ神戸で阪神淡路大震災や犯罪事件を身近で経験。
心理学に関心を持ち臨床心理士となり神戸で開業。音楽療法、犯罪心理学を専門とし、刑事事件の心理分析を数多く担当。
シンガーソングライターとしての活動は大学生の頃に始め、2011年には、『風薫る』で全国CDデビューを果たす。
東日本大震災や熊本地震での支援活動、学校や地域での講演活動をはじめ、その活動は『歌う臨床心理士』として取り上げられ、新聞やテレビ、ラジオなどでもパーソナリティとして活動している。",,,https://nakamuradaisuke.com/,,,,
,うさぎや関西,USAGIYAKANSAI,,,music,関西発結成32年目の３ピースバンドうさぎやから、関西在住の2人（ギターボーカル＆ハーモニカ）が演奏します。,,,,,https://www.instagram.com/usagiya47,,
,シュジャイン,シュジャイン,,,exhibition,台湾出身。現在、日本で生活しながら、絵画を通して愛や希望を伝える活動を行っています。日本で暮らす中で、言葉だけではなく、絵画という視覚的な表現を通して人の心に届く方法を考えるようになりました。普段アートに触れない人にも、街の中で作品と出会ってもらいたいと考えています。,,,,,https://www.instagram.com/jovina_christianart,,
,倭太鼓飛龍,wadaikohiryu,,,music,"1998年、和太鼓奏者・日本舞踊家である飛鳥峯英により設立。
日本文化の様式美を取り入れた、スピード感あふれるダイナミックな演奏を持ち味とし、 国内外で幅広く活動しております。
常識に捉われない緻密且つ芸術性に優れた「より新しい和太鼓」の舞台を、関西から世界に向け、発信し続けています。",,,https://wadaiko-hiryu.jp/,,,,
,"Tomomi Ukumori, Tomoya Tsutsui, Shigetomo Egashira, Makoto Yoshida","Tomomi Ukumori, Tomoya Tsutsui, Shigetomo Egashira, Makoto Yoshida",,,music,クラリネット、ボーカル、クリスタルボウル、ギター、エレクトロニクスを軸に、異なる音色と振動が交差する新たな音響表現を探求するアンサンブル。即興性と緻密なサウンドデザインを行き来しながら、静かに変容し、宇宙的な広がりを感じさせる音世界を描く。公演ごとに、パフォーミングアーツや映像、インスタレーションなど異なる領域の表現者をゲストに迎え、音楽を空間へと拡張。聴覚だけにとどまらない、多層的な体験としてのパフォーマンスを展開する。,,,,,,,
,山本欽也,KINYA YAMAMOTO,,,music,2004年より、京阪神中心に、プロデュースイベント、コンサートを約350公演開催。,,,https://www.ongakuin.jp/lecturerlist/kinyayamamoto,,,,
,原 由莉子,Hara Yuriko,,,music,"原 由莉子 プロフィール
ウィーン国立音楽大学大学院ピアノ演奏科修了、修士号取得。
イタリア第20回エウテルペ国際音楽コンクール第１位、ドイツ第5回オイレギオ国際ピアノコンクール審査員特別賞等多数受賞。また、各々イタリアで行われた第２回ヴィッラフランカ・ディ・ヴェローナ国際音楽コンクール、第５回タディーニ国際音楽コンクールでは、最高得点獲得者に贈られる絶対的第１位を受賞。ヨーロッパ各地で受賞記念リサイタルを行う。
大阪府立夕陽丘高等学校音楽科、京都市立芸術大学ピアノ科卒業。これまでに辻田裕子、小出ひろみ、大冨栄里子、故・田辺緑、坂井千春、イリーナ・メジューエワの各女史に師事。
第59回及び第62回全日本学生音楽コンクール大阪大会 中学生、高校生の部それぞれ入選。第16回堺ピアノコンクール、第6回宝塚ベガ学生ピアノコンクール、第16回KOBE国際音楽コンクール等で第１位を受賞。第19回松方ホール音楽賞入選。
渡欧後、クリストファー・ヒンターフーバー、クリストフ・トラキシラーの両氏に師事。ウィーン市内のサロンGesellschaft für Musiktheater での定期的なリサイタルや、ハイリゲンシュタットの遺書の家で行われた演奏会でベートーヴェンのピアノソナタを演奏する等、様々な演奏会に出演し研鑽を積む。
ウィーン国立音楽大学内で行われた演奏会『Klang Pause』において、E.W.コルンゴルトの室内楽作品を演奏。その模様はオーストリア国営ラジオ（Ö1）でオーストリア全土に放送された。また大学院修了時に執筆した同作品についての論文がヨーロッパ全土において出版されている。
大阪交響楽団、大阪フィルハーモニー交響楽団、日本センチュリー交響楽団、関西フィルハーモニー管弦楽団、兵庫芸術文化センター管弦楽団(PAC)等のオーケストラと共演。
『文化庁/日本演奏連盟主催・新進演奏家育成プロジェクトリサイタル・シリーズKYOTO』、『生で聴く、のだめカンタービレの音楽会』、『大阪クラシック～街にあふれる音楽～』、『兵庫県立芸術文化センター ワンコインコンサート』、『PAC WINDS!』、『富士山河口湖音楽祭』、『NHK-FMリサイタル・パッシオ』等の人気コンサートシリーズに出演し、ソロ室内楽問わず演奏活動を展開。関西テレビ『ピーチケパーチケ』、MBSラジオ『ありがとう浜村淳です』、FM大阪『くらこれ！』等メディア出演多数。
浪切ホールアンバサダーアーティスト。『原 由莉子ウィーン世紀末シリーズ』主宰。
現在、京都市立芸術大学指揮科にて、阪 哲朗氏の下コレペティトゥアを務める。",,,https://yuriko-hara.jimdosite.com/,https://x.com/yuriko_hara_pf,,,
,LEFT&RIGHT,LEFT&RIGHT,,,music,ライトとレフト2人でやってます！,,,,,https://www.instagram.com/left_yuji,,
,関西フォークブルース＆ラグタイム協会,Kansai Folk Blues & Ragtime Association,,,music,"「関西フォークブルース＆ラグタイム協会」と申します。
主に関西地域におけるフォークブルース及びラグタイム・ブルース愛好家やアマチュア・ミュージシャンからなる、ちょっとマニアックな会員制のFB公開グループです。
先の見えないコロナ禍で音楽界全体が閉塞していた2020年に、関西のアコースティックなブルース・シーンを盛り上げようと立ち上げました。おかげ様で現在では約500名の会員さんにメンバー参加いただいています。",,,https://www.facebook.com/groups/513082139332029,,,,
,ghost,Ghost,,,street,なし,,,,,,,
,Kaz-You,Kaz-You,,,music,"生まれつき目の見えない双子によるユニット。NATIVE、まぜこぜ大阪など、イベント出演歴多数。
NHK『バリバラ』などのメディア出演歴や受賞歴も多数。
大阪市生野区長表敬訪問。
ダンサーKaz-maは、2025年スペインで開かれたダンスワールドカップにてリリカル部門世界３位。九州国際ダンスコンペティションでもバリアフリー部門2025・2026年優勝。見えない、立てない身体から生まれる表現で心を魅了する。
パーカッショニストYou-maは、ダンサーとの作品に多く参加する傍ら、音楽バンドのドラム奏者としても活動中。ライブ主催歴も多く、ボーカルや作詞にも取り組んでいる。
生まれつき目の見えない2人から生まれパフォーマンスは唯一無二。1人でも多くの方の心に届きますように。",,,https://www.facebook.com/share/1CBbWxDxqu/,,https://www.instagram.com/kazmayouma,,
,clearance,clearance,,,music,"「clearance」…
2003年結成。大阪を拠点に20年以上にわたり活動を続けているアカペラボーカルグループ。
ポップで明るく親しみやすいサウンドと、観客との一体感を大切にしたステージを特徴とし、コンサートホールをはじめ、音楽フェスティバル、スポーツイベント、芸術鑑賞会などの学校公演、行政・企業イベントなど、全国各地で幅広く活動している。
プロ野球「オリックス・バファローズ vs 阪神タイガース(京セラドーム)」での国歌斉唱や、2025年「大阪・関西万博」への出演など、大規模なイベントやさまざまな舞台でパフォーマンスを披露している。
音楽活動に加え、病院内学級でのコンサート、子ども虐待防止オレンジリボン運動などの社会貢献活動にも継続して取り組むほか、自治体や教育機関、企業との連携を通じて、音楽をきっかけとした地域づくりや交流事業を展開している。
また、2007年よりラジオ番組のパーソナリティとしても活動。現在はFM大阪・FMくらしきでレギュラー番組を担当するほか、YouTubeライブ配信を通じて、音楽・トーク・ゲスト企画など、リスナーとの交流を大切にした発信を続けている。
2025年の大阪・関西万博では、ミクロネシア連邦ナショナルデーでの国歌歌唱をきっかけに、ミクロネシアと共同でライブイベントを開催。音楽を通じて人・地域・文化をつなぐ活動を国内外へ広げている。
オリジナル楽曲の制作をはじめ、企業・自治体・教育機関・各種団体への楽曲提供やCMソング、ラジオジングルなども多数制作。「歌を届ける」だけではなく、「人と人をつなぐ」ことを大切に、音楽を通じた新たな価値を創造し続けている。",,,http://clear5.seesaa.net/,,https://www.instagram.com/clearance2003official,https://twitter.com/clearance2003,
,ハンコウキ,hankouki,,,music,ロックミュージシャンのバンクさんと、骨髄バンク活動家バン子のコラボ,,,,,https://www.instagram.com/banko__chan,,
,リンクライブス,link lives,,,music,"バス運転手の
まつやまさひこ
骨髄バンク活動家
バン子ちゃん",,,,,https://www.instagram.com/banko__chan,,
,SHOGUN,SHOGUN,,,music,"ジャグリングアーティスト。東京都出身。
スティックを自在に操るジャグリング「デビルスティック」を専門とする。
【出演歴・受賞歴】
東京2020パラリンピック開会式 出演
ドイツ ストリートパフォーマンスフェス
Internationales Kleinkunstfestival Insel Usedom 出演
スティックジャグリング競技会
Fantastick 2024 SticKING シニア部門 審査員特別賞受賞
欧州最大のジャグリングイベント
European Juggling Convention 2016 デビルスティックバトル 準優勝
サンリオピューロランド
ノンバーバルショー「びょんわぁ〜beyond words〜」レギュラー出演中",,,,,,,
,バンバンディ,banvandy,,,music,"ロックミュージシャンの
バンディ石田さんと、
骨髄バンク活動家のバン子
様々な場所で歌っています。",,,,,https://www.instagram.com/banko__chan,,
,Tatsuki,Tatsuki,,,dance,未定,,,,,Instagramhttps://www.instagram.com/oootatsukiooo,,
,MINORI,MINORI,,,dance,"MINORI（田中みのり）
2002年8月、ダウン症で生まれた24歳です。
筋力、体力があまり無かったため、少しでも運動になればと思い、3歳の時に連れて行ったダンススクールがきっかけで踊り始めました。
ラブジャンクスやワントライブなどのスクールに通い続けてもう20年ですが、何年経っても気ままにマイペースを貫いています。
20歳の時、シュンジ先生が主催する「みんなのダンス」にも参加し、それからすぐに、ショーケースに出演するためのチームにお声掛けいただいて「Chews flavors!」のメンバーになりました。
Chews flavors! では、イベントのゲストとしてお呼びいただいたり、NHKのバリアフリーバラエティ「バリバラ」に出演させていただいたり、「大阪府障がい者芸術・文化コンテスト2025」においてグランプリを受賞したり。
また、春には大阪朝日放送さまの密着取材をお受けしたり。
全国の各種イベントへの出演をはじめ、色々と貴重な経験を積み重ねている最中です。
それと同時にソロやユニットで踊る機会も増えました。
特にフリースタイルの即興コンタクトでは、大いに彼女らしさを発揮して世界に潜り込んでゆき、そのダンスから目を離せません。
どんな踊りで自分を表現してゆくのか、はたまた踊らずともその佇まいが人を惹きつける、MINORIのこれからを一緒に楽しんでいただけると嬉しいです。",,,,,https://www.instagram.com/chit.t.a,,
,SHOWSUN,SHOWSUN,,,music,"シンガーソングライターSHOWSUN
「ちょっぴりハッピーなスパイスを」をコンセプトに、大阪を拠点に活動。
作詞・作曲、レコーディング、ミックスをはじめ、幅広くセルフプロデュースで手がけ、ギター弾き語りを中心にカバー楽曲やオリジナル楽曲を自身の言葉と音で届けている。
親しみやすいメロディーと日常に寄り添う言葉を大切にし、ライブ配信やSNS、ステージを通じて、一人ひとりの心に小さな幸せを届けることを目指している。
これまでにオリジナル楽曲を7曲リリース。SpotifyやApple Musicなど各種プラットフォームで配信中。
日々の出来事や感情を音楽に乗せながら、新たな作品づくりに取り組んでいる。",,,,,https://www.instagram.com/n4turalkillers_band,,
,CHARHAN,charhan,,,street,"CHARHAN(チャーハン)
フットバッグという脚でボールを操る競技スポーツとダンスを融合した世界初のスタイルで各地で活動中。同競技において全国2位。エナジードリンクSHARKの公式アンバサダー。2024年神戸まちなかアーティストに選出。大阪・関西万博でもパフォーマンスを行う。",,,http://lifeunderen.web.fc2.com/,,,,
,昭和流行歌歌手 ももえ,showa area songs singer MOMOE,,,music,大正から昭和の古めかしい流行歌を復刻させるレトロな歌手。,,,https://momoe.wepage.com,,,,
,メナード化粧品花香月代行店,Ｍenard cosmetic hanakazuki daikouten,,,other,いつも綺麗、いつまでも綺麗をコンセプトに自分らしさをみつけるサポート団体,,,,,,,
,GRANOLA,GRANOLA,,,music,"HIRO （Vo.Gt）MINA（Vo）音源に合わせながらマイクパフォーマンスいたします。
男女ダブルボーカルユニットになります。
2020年にHIROとMINAの男女で結成されたユニット。
GRANOLAは聴く人の心の栄養素になれるよう、どんな時でも寄り添える音楽を目指し、ストリートライブや花火大会、サンガスタジアム、野外イベントなど幅広く活動中。
男女ならではの独特なハーモニーと形にはまらない幅広いジャンルで沢山の人を魅了する。
クリス・ハート氏がジャケットデザインしたアルバム【Change of Heart】
待望のフルアルバム【U&I-An unfading prayer-】が2025年8月11日にリリースされる。
観客を巻き込んだ一体感のあるステージングで会場を沸かします。",,,https://pont.co/u/granola,,,,
,株式会社花実かざり,"KAMIKAZARI Co.,Ltd.",,,music,2023年に設立から、現在は大阪・東京・名古屋・福岡・上海・バンコク・パリ・ミラノ・マニラに拠点を広げ、タレントマネジメント、モデルキャスティング、パフォーマーキャスティング、映像制作等を行っております。,,,https://www.kamikazari.info/,,,,
,ゆめとまほう,YumetoMahou2026,,,music,Disneyの曲をインストゥルメンタル（楽器隊、編成によりVo有）アレンジで演奏する2026年はピアノ&ギター・ウクレレ&カホン編成のユニットです♪,,,,,https://www.instagram.com/disneyyusuke,,
,Mr.K,misutah kei,,,music,仲良し夫婦ユニットです。共通の趣味として昨年6月から音楽を始めました。楽しみながら活動しています。,,,,,,,
,世古美月,SEKO MIZUKI,,,music,上記と同じです。,,,https://sekomizuki.mystrikingly.com/,,https://www.instagram.com/sekomizuki/,,
,Halal o lanimoani,Halal o lanimoani,,,dance,ハワイとフラを愛するメンバーが集まって、創作フラを楽しくレッスンしています。100歳まで笑顔で踊ろうをモットーに、年齢層も20代から70代まで幅広いメンバーで楽しく踊っています。テクニックだけではなく、ダンスやチームの雰囲気から暖かいメッセージが伝える事を大切にしています。,,,https://lanimoanihula.wixsite.com/my-site-3,,,,
,madam Copán,madamCopán,,,music,"小学校からの同級生4人で
20年前に結成！
青春時代の懐かしい洋楽や邦楽で、一生青春やってます",,,,,,,
,HIMIKO VOICE,HIMIKO VOICE,,,music,"猿丸詩摩子が率いる祈りを歌う集団。2022年5月に結成。現在では、
東京、大阪、名古屋、福岡にチームがあり、在籍メンバーは、100名を超える。
スピリチュアルヒーリングを取り入れた独自の発声法を軸に、
魂を輝かせ生きることの大切さをステージで表現している。
2023年〜梅田ゴスペルフェスティバル毎年出場
2025年7月、OSAKA EXPO 2025 メンバー100人で出演や",,,https://www.joy-with-himiko.com/,,,,
,MUTSUKIN,MUTSUKIN,,,street,"MUTSUKINは、「異世界」をテーマにしたフィジカルパフォーマンスを創作・上演しています。
ダンスを軸に、ムーンウォーク、ボーンブレイク、パントマイムなど多彩な身体表現を融合し、まるで重力や時間が歪んだような幻想的な世界を描きます。
ストリートを中心に国内外で活動し、子どもから大人まで、年齢や国籍、言語を問わず楽しめる作品づくりを追求しています。観客との距離が近い空間から劇場まで、場所に合わせて柔軟に上演できることも特徴です。
主な受賞歴は、2026年 全国芸王グランプリ オープン部門優勝、ムーンウォーク世界大会 市長賞",,,,,https://www.instagram.com/mutsuki_dancetravelist,,
,宝塚過激団,4,,,street,生前の ~某タレント様・マネージャーさん支援にて、活動して参りましたm(_ _)m,,,,,,,
,小浜一家,OBAMA family,,,dance,"小浜一家は、太鼓の響きと民謡の声を家族で受け継ぎながら育ててきた音楽団体です。
親から子へ、暮らしの中で自然に積み重ねてきた音が、
ステージで生命力あふれるリズムとなって広がります。
観客と一体になれる参加型パフォーマンスを展開しています。",,,,,,,
